r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Kent Osborne -- EMOTIONAL MASHOCHIST [Rage / Trap Goth] (2022),Kent Osborne - EMOTIONAL MASOCHIST (Official Music Video),2022-11-09,0.62,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Kent Osborne - EMOTIONAL MASOCHIST (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/vKrDaABgdmM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Kent Osborne - EMOTIONAL MASOCHIST (Official Music Video)""></iframe>', 'author_name': 'Kent Osborne', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/vKrDaABgdmM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/KentOsborneMusic'}}",Kent Osborne,EMOTIONAL MASHOCHIST,Kent Osborne,EMOTIONAL MASOCHIST,"rage, trap goth",youtube,,https://www.youtube.com/watch?v=vKrDaABgdmM,vKrDaABgdmM,,,,Kent Osborne - EMOTIONAL MASOCHIST (Official Music Video),Kent Osborne,2022-10-22T19:00:31Z,PT2M13S,1064,https://i.ytimg.com/vi/vKrDaABgdmM/hqdefault.jpg,114,24,,1.06K,114,24,02:13,2022-10-22,2
A.M. Overcast - Cold One Out [Indie / Alternative / Math Rock] (2022),A.M. Overcast - Cold One Out (2022),2022-11-12,1.0,2.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'A.M. Overcast - Cold One Out (2022)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/XfPOx-c9ld0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""A.M. Overcast - Cold One Out (2022)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'A.M. Overcast', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/XfPOx-c9ld0/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCV_0tHlw_wb6vUBEFUFTt3Q'}, 'type': 'youtube.com'}",A.M. Overcast,Cold One Out,A.M. Overcast,Cold One Out,"indie, alternative, math rock",youtube,,https://www.youtube.com/watch?v=XfPOx-c9ld0,XfPOx-c9ld0,,,,A.M. Overcast - Cold One Out (2022),A.M. Overcast,2022-06-01T13:00:28Z,PT1M58S,1455,https://i.ytimg.com/vi/XfPOx-c9ld0/hqdefault.jpg,32,9,,1.46K,32,9,01:58,2022-06-01,2
Thirteen Senses - Follow Me [Alt Rock/Post-BritPop] (2007),Thirteen Senses - Follow Me,2022-11-10,0.75,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Thirteen Senses - Follow Me', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/UBTke1CC3wo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Thirteen Senses - Follow Me""></iframe>', 'author_name': 'ThirteenSensesVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/UBTke1CC3wo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/ThirteenSensesVEVO'}}",Thirteen Senses,Follow Me,Thirteen Senses,Follow Me,"alt rock, post-britpop",youtube,,https://www.youtube.com/watch?v=UBTke1CC3wo,UBTke1CC3wo,,,,Thirteen Senses - Follow Me,ThirteenSensesVEVO,2010-10-07T11:45:24Z,PT3M16S,250761,https://i.ytimg.com/vi/UBTke1CC3wo/hqdefault.jpg,1217,70,"['Thirteen', 'Senses', 'Follow', 'Me', 'Mercury', 'Rock']",251K,1.22K,70,03:16,2010-10-07,2
Year of the Cobra - Electric Warrior [Doom Metal] (2015),Electric Warrior,2022-11-10,0.76,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Electric Warrior', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/cniFrMBfyPE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Electric Warrior""></iframe>', 'author_name': 'Year of the Cobra - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/cniFrMBfyPE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCd1QGuOLgggc0Ey086TXTVA'}}",Year of the Cobra,Electric Warrior,,,doom metal,youtube,,https://www.youtube.com/watch?v=cniFrMBfyPE,cniFrMBfyPE,,,,Electric Warrior,Year of the Cobra - Topic,2021-03-01T13:37:30Z,PT7M25S,264,https://i.ytimg.com/vi/cniFrMBfyPE/hqdefault.jpg,11,0,"['Year Of The Cobra', '...in the Shadows Below', 'Electric Warrior']",264,11,0,07:25,2021-03-01,2
Tigress -- Power Lines [alternative rock] (2016),Tigress - Power Lines,2022-11-08,0.67,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Tigress - Power Lines', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/kN9OHZRrhmE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Tigress - Power Lines""></iframe>', 'author_name': 'TigressVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/kN9OHZRrhmE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/TigressVEVO'}}",Tigress,Power Lines,Tigress,Power Lines,alternative rock,youtube,,https://www.youtube.com/watch?v=kN9OHZRrhmE,kN9OHZRrhmE,,,,Tigress - Power Lines,TigressVEVO,2016-10-21T08:30:01Z,PT3M10S,29577,https://i.ytimg.com/vi/kN9OHZRrhmE/hqdefault.jpg,578,21,"['Power Lines', 'Tigress', 'LAB Records', 'Alive', 'Human', 'Future', 'Ltd', 'Rock']",29.6K,578,21,03:10,2016-10-21,2
Liher -- Itzalari [Basque stoner rock] (2015),Liher - Itzalari,2022-11-11,1.0,2.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Liher - Itzalari', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/wEfCukfFag0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Liher - Itzalari""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'enara enara', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/wEfCukfFag0/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/enara888'}, 'type': 'youtube.com'}",Liher,Itzalari,Liher,Itzalari,basque stoner rock,youtube,,https://www.youtube.com/watch?v=wEfCukfFag0,wEfCukfFag0,,,,Liher - Itzalari,enara enara,2018-02-19T22:44:51Z,PT4M4S,937,https://i.ytimg.com/vi/wEfCukfFag0/hqdefault.jpg,9,1,,937,9,1,04:04,2018-02-19,2
PSOTY - Gathering Half The Deep And Full Of Voices [Rock] (2018),Gathering Half The Deep And Full Of Voices,2022-11-09,0.75,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Gathering Half The Deep And Full Of Voices', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/GgTtChppG0k?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Gathering Half The Deep And Full Of Voices""></iframe>', 'author_name': 'Pet Slimmers of the Year - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/GgTtChppG0k/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCsVUyBx8D8nOyFCumr85qvQ'}}",PSOTY,Gathering Half The Deep And Full Of Voices,,,rock,youtube,,https://www.youtube.com/watch?v=GgTtChppG0k,GgTtChppG0k,,,,Gathering Half The Deep And Full Of Voices,Pet Slimmers of the Year - Topic,2018-07-30T14:56:12Z,PT8M30S,287,https://i.ytimg.com/vi/GgTtChppG0k/hqdefault.jpg,9,0,"['Pet Slimmers Of The Year', 'Fragments Of Uniforms', 'Gathering Half The Deep And Full Of Voices']",287,9,0,08:30,2018-07-30,2
"Yacøpsæ - Tanz, Grosny, Tanz... [Powerviolence/Grindcore] (2007)","Yacøpsæ - Tanz, Grosny, Tanz... [Full Album]",2022-11-10,1.0,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Yacøpsæ - Tanz, Grosny, Tanz... [Full Album]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/BJ5zIARYBI4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Yacøpsæ - Tanz, Grosny, Tanz... [Full Album]""></iframe>', 'author_name': 'Joseph Guzman', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/BJ5zIARYBI4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC_mldaD5AF5jWTAWf3OkCIg'}}",Yacøpsæ,"Tanz, Grosny, Tanz...",Yacøpsæ,"Tanz, Grosny, Tanz...","powerviolence, grindcore",youtube,,https://www.youtube.com/watch?v=BJ5zIARYBI4,BJ5zIARYBI4,,,,"Yacøpsæ - Tanz, Grosny, Tanz... [Full Album]",Joseph Guzman,2014-06-09T01:18:36Z,PT27M53S,183577,https://i.ytimg.com/vi/BJ5zIARYBI4/hqdefault.jpg,3367,229,"['Grindocore', 'powerviolence', 'Noise', 'Speed Bullshit', 'German Punk Violence', 'Yacøpsæ']",184K,3.37K,229,27:53,2014-06-09,2
Shht - Stick It To The Man [Noise Rock] (2022),Shht - Stick It To The Man,2022-11-09,0.67,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Shht - Stick It To The Man', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/N9VM9llAkq8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Shht - Stick It To The Man""></iframe>', 'author_name': 'Shht', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/N9VM9llAkq8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCNa12iCb4fclm4x95WQleUw'}}",Shht,Stick It To The Man,Shht,Stick It To The Man,noise rock,youtube,,https://www.youtube.com/watch?v=N9VM9llAkq8,N9VM9llAkq8,,,,Shht - Stick It To The Man,Shht,2022-09-26T08:33:59Z,PT4M59S,5965,https://i.ytimg.com/vi/N9VM9llAkq8/hqdefault.jpg,450,48,"['Shht', 'Shhht', 'sjjjjt', 'sht', 'shjt', 'stick it to the man', 'shht band', 'shhtband', 'shht music', 'sstt', 'sttt', 'ssst', 'stick', 'it', 'to', 'the', 'man', 'morning', 'coffee', 'masterpiece', 'soup', 'oh', 'lobster', 'kreeft', 'kreeften']",5.96K,450,48,04:59,2022-09-26,2
A Story Told -- Mundane Magic [Pop Rock] (2022),A Story Told - Mundane Magic (Official Video),2022-11-10,0.76,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'A Story Told - Mundane Magic (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/YOVzeEfzjFE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""A Story Told - Mundane Magic (Official Video)""></iframe>', 'author_name': 'astorytoldband', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/YOVzeEfzjFE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/astorytoldband'}}",A Story Told,Mundane Magic,A Story Told,Mundane Magic,pop rock,youtube,,https://www.youtube.com/watch?v=YOVzeEfzjFE,YOVzeEfzjFE,,,,A Story Told - Mundane Magic (Official Video),astorytoldband,2022-11-10T05:00:13Z,PT3M5S,1473,https://i.ytimg.com/vi/YOVzeEfzjFE/hqdefault.jpg,57,17,,1.47K,57,17,03:05,2022-11-10,2
Thought Industry -- Fairy [Prog. Metal] (1996),Thought Industry-Fairy,2022-11-11,1.0,2.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Thought Industry-Fairy', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/hoV059zwUK8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Thought Industry-Fairy""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Zegeebwah', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/hoV059zwUK8/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/Zegeebwah'}, 'type': 'youtube.com'}",Thought Industry,Fairy,Thought Industry,Fairy,prog. metal,youtube,,https://www.youtube.com/watch?v=hoV059zwUK8,hoV059zwUK8,,,,Thought Industry-Fairy,Zegeebwah,2010-11-27T22:28:13Z,PT4M31S,2875,https://i.ytimg.com/vi/hoV059zwUK8/hqdefault.jpg,24,9,"['Thought', 'Industry', 'progressive', 'technical', 'alternative']",2.88K,24,9,04:31,2010-11-27,2
Peyman Salimi -- Nabze Asphalt [Iranian Protest Music] (2022),Peyman Salimi - Nabze Asphlat (Official Visualizer),2022-11-11,0.75,2.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Peyman Salimi - Nabze Asphlat (Official Visualizer)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/fxmbKXlTsDU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Peyman Salimi - Nabze Asphlat (Official Visualizer)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Peyman Salimi', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/fxmbKXlTsDU/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/tenthousandmilesaway'}, 'type': 'youtube.com'}",Peyman Salimi,Nabze Asphalt,Peyman Salimi,Nabze Asphlat,iranian protest music,youtube,,https://www.youtube.com/watch?v=fxmbKXlTsDU,fxmbKXlTsDU,,,,Peyman Salimi - Nabze Asphlat (Official Visualizer),Peyman Salimi,2022-10-10T13:05:31Z,PT3M55S,652,https://i.ytimg.com/vi/fxmbKXlTsDU/hqdefault.jpg,48,6,"['Peyman', 'Salimi', 'Singer-songwriter', 'Indie', 'Alternative', 'Pop/Rock', 'Persian', 'Italian', 'Iranian', 'Nabze Asphalt', 'Woman Life Freedom', 'No to Islamic Republic', 'Mahsa Amini', 'Nika Shakarami']",652,48,6,03:55,2022-10-10,2
3 Ayem - Til Next Time [Instrumental] (2020),Til Next Time,2022-11-08,0.75,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Til Next Time', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/ululEweDQ5I?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Til Next Time""></iframe>', 'author_name': '3 Ayem - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ululEweDQ5I/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCdtIK0mVHVqbVDXTacKjExQ'}}",3 Ayem,Til Next Time,,,instrumental,youtube,,https://www.youtube.com/watch?v=ululEweDQ5I,ululEweDQ5I,,,,Til Next Time,3 Ayem - Topic,2020-09-20T10:02:03Z,PT2M59S,50,https://i.ytimg.com/vi/ululEweDQ5I/hqdefault.jpg,2,0,"['3 Ayem', 'Til Next Time']",50,2,0,02:59,2020-09-20,2
Marcus Hoh -- This Weather [Alternative/Indie Rock] (2022),This Weather,2022-11-11,1.0,2.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'This Weather', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/RJnMxNyV_Gk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""This Weather""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Marcus Hoh - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/RJnMxNyV_Gk/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCZ8WR1BVpecCFRbZ0yaDksQ'}, 'type': 'youtube.com'}",Marcus Hoh,This Weather,,,"alternative, indie rock",youtube,,https://www.youtube.com/watch?v=RJnMxNyV_Gk,RJnMxNyV_Gk,,,,This Weather,Marcus Hoh - Topic,2022-11-10T10:01:10Z,PT3M45S,35,https://i.ytimg.com/vi/RJnMxNyV_Gk/hqdefault.jpg,2,0,"['Marcus Hoh', 'Ben Janney', 'This Weather']",35,2,0,03:45,2022-11-10,2
THE UNCROWNED -- LAST MEMORY [MELODIC ROCK] (2022),THE UNCROWNED - LAST MEMORY ～四月の風～ (Official Music Video),2022-11-08,0.63,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'THE UNCROWNED - LAST MEMORY ～四月の風～ (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/wwbyrAi49Dg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""THE UNCROWNED - LAST MEMORY ～四月の風～ (Official Music Video)""></iframe>', 'author_name': 'THE UNCROWNED', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/wwbyrAi49Dg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCsqrA-Ekra0kwOHNjBcRLqQ'}}",THE UNCROWNED,LAST MEMORY,THE UNCROWNED,LAST MEMORY ～四月の風～,melodic rock,youtube,,https://www.youtube.com/watch?v=wwbyrAi49Dg,wwbyrAi49Dg,,,,THE UNCROWNED - LAST MEMORY ～四月の風～ (Official Music Video),THE UNCROWNED,2022-11-07T10:17:30Z,PT4M54S,4533,https://i.ytimg.com/vi/wwbyrAi49Dg/hqdefault.jpg,528,41,"['the uncrowned', 'witness', 'last memory', 'shal', 'takeshi']",4.53K,528,41,04:54,2022-11-07,2
Billy MF Strings - War Pigs [Metal AF],"Billy Strings-“War Pigs” Live Asheville,NC 10/31/22 Night 3",2022-11-12,0.75,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Billy Strings-“War Pigs” Live Asheville,NC 10/31/22 Night 3', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/fUkkcZk95a4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Billy Strings-“War Pigs” Live Asheville,NC 10/31/22 Night 3""></iframe>', 'author_name': 'LawsonFilms', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/fUkkcZk95a4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/LawsonFilms'}}",Billy MF Strings,War Pigs,Billy Strings,"War Pigs Live Asheville,NC 10/31/22 Night 3",metal af,youtube,,https://www.youtube.com/watch?v=fUkkcZk95a4,fUkkcZk95a4,,,,"Billy Strings-“War Pigs” Live Asheville,NC 10/31/22 Night 3",LawsonFilms,2022-11-01T05:30:57Z,PT9M15S,267668,https://i.ytimg.com/vi/fUkkcZk95a4/hqdefault.jpg,5248,628,"['Billy Strings', 'Ozzy Osbourne', 'Black Sabbath', 'Bluegrass', 'War Pigs', 'Metal', 'Guitar']",268K,5.25K,628,09:15,2022-11-01,
NZNH - KAALI CHAI [ Hip Hop ] (2022),KAALI CHAI - NZNH (Official Visualizer),2022-11-11,1.0,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'KAALI CHAI - NZNH (Official Visualizer)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/co9qfI9WhsA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""KAALI CHAI - NZNH (Official Visualizer)""></iframe>', 'author_name': 'Tere Mauhalle Me', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/co9qfI9WhsA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCMPhOzBLlkhWeSs1c3FJaTQ'}}",NZNH,KAALI CHAI,KAALI CHAI,NZNH, hip hop ,youtube,,https://www.youtube.com/watch?v=co9qfI9WhsA,co9qfI9WhsA,,,,KAALI CHAI - NZNH (Official Visualizer),Tere Mauhalle Me,2022-11-10T13:45:06Z,PT2M40S,377,https://i.ytimg.com/vi/co9qfI9WhsA/hqdefault.jpg,64,27,"['Kaali Chai', 'NZNH', 'HipHop', 'Indian Banger', 'indian hip hop']",377,64,27,02:40,2022-11-10,
