r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Ni Voz Ni Voto & Alther - Dicen [Rock Metal Alternative] (2022),Ni Voz Ni Voto & Alther - Dicen,2022-12-06,0.75,2.0,Ni Voz Ni Voto & Alther,Dicen,Ni Voz Ni Voto & Alther,Dicen,rock metal alternative,youtube,,https://www.youtube.com/watch?v=JONycLO1GDc,JONycLO1GDc,,,,,Dicen,Ni Voz Ni Voto,1mOcQltB6wEyoE84K3wWe3,,0.581,0.751,0.0,-10.769,1.0,0.048,0.00332,1.36e-05,0.098,0.118,98.048,audio_features,spotify:track:1mOcQltB6wEyoE84K3wWe3,https://api.spotify.com/v1/tracks/1mOcQltB6wEyoE84K3wWe3,https://api.spotify.com/v1/audio-analysis/1mOcQltB6wEyoE84K3wWe3,188571.0,4.0,https://i.scdn.co/image/ab67616d0000b2736a91cd63f80bedb06fdd9d81,2022-12-02,2022.0,False,12.0,https://p.scdn.co/mp3-preview/6f903438043a865d10b0526fdc5a7228174eb14b?cid=484c8fc1e0c54669ac770f80991a8280,"'peruvian punk', 'peruvian rock'",22,17256
Mr. Jazzek - Dream of You [Neo Swing] (2022),Dream of You,2022-12-02,0.67,2.0,Mr. Jazzek,Dream of You,,,neo swing,spotify,https://open.spotify.com/track/23a9HE8aJrSZ12UDVVP7PP,,,,,,23a9HE8aJrSZ12UDVVP7PP,Dream of You,Mr. Jazzek,23a9HE8aJrSZ12UDVVP7PP,https://open.spotify.com/track/23a9HE8aJrSZ12UDVVP7PP,0.969,0.844,0.0,-3.899,0.0,0.0939,0.21,0.0118,0.105,0.915,124.002,audio_features,spotify:track:23a9HE8aJrSZ12UDVVP7PP,https://api.spotify.com/v1/tracks/23a9HE8aJrSZ12UDVVP7PP,https://api.spotify.com/v1/audio-analysis/23a9HE8aJrSZ12UDVVP7PP,188831.0,4.0,https://i.scdn.co/image/ab67616d0000b2738f5fd089636cfa597a59cded,2022-12-02,2022.0,False,26.0,https://p.scdn.co/mp3-preview/d4bc17f1e816dbc51c2ca0c6d55ddd633e862add?cid=484c8fc1e0c54669ac770f80991a8280,'electro swing',29,1732
Donna Harris -- He Was Almost Persuaded [Country] (1966),Donna Harris - He Was Almost Persuaded,2022-12-06,0.75,2.0,Donna Harris,He Was Almost Persuaded,Donna Harris,He Was Almost Persuaded,country,youtube,,https://www.youtube.com/watch?v=nKva7z9mKOA,nKva7z9mKOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'brill building pop',62,379777
DocRock1007 - Have Yourself a Merry Little Christmas [Americana],Have Yourself a Merry Little Christmas,2022-12-06,0.75,2.0,DocRock1007,Have Yourself a Merry Little Christmas,,,americana,youtube,,https://www.youtube.com/watch?v=l3RvyVbt8JE,l3RvyVbt8JE,,,,,Have Yourself A Merry Little Christmas,Hanson,6bt9nX4GGiZR7HnovCOEnl,,0.0,0.131,9.0,-13.602,1.0,0.0,0.463,3.05e-05,0.638,0.0,0.0,audio_features,spotify:track:6bt9nX4GGiZR7HnovCOEnl,https://api.spotify.com/v1/tracks/6bt9nX4GGiZR7HnovCOEnl,https://api.spotify.com/v1/audio-analysis/6bt9nX4GGiZR7HnovCOEnl,162997.0,0.0,https://i.scdn.co/image/ab67616d0000b2732dc134bc5bf849aa1fa8d149,2017-10-27,2017.0,False,57.0,https://p.scdn.co/mp3-preview/fcd7cca4d05c0a00bd7fae09e7a1d008be2f35b4?cid=484c8fc1e0c54669ac770f80991a8280,"'boy band', 'dance pop', 'pop rock'",62,429044
Gabor Szabo: Fire Dance,Fire Dance,2022-12-06,0.75,2.0,Gabor Szabo,Fire Dance,,,,youtube,,https://www.youtube.com/watch?v=Mk8302XbmpY,Mk8302XbmpY,,,,,Fire Dance - Remastered,Gábor Szabó,67n7qXfZlDGNiyJo4JcMEI,,0.484,0.524,0.0,-9.369,0.0,0.038,0.15,0.198,0.111,0.512,123.098,audio_features,spotify:track:67n7qXfZlDGNiyJo4JcMEI,https://api.spotify.com/v1/tracks/67n7qXfZlDGNiyJo4JcMEI,https://api.spotify.com/v1/audio-analysis/67n7qXfZlDGNiyJo4JcMEI,340791.0,4.0,https://i.scdn.co/image/ab67616d0000b273a615ad22e0f3af5fabaed990,1968-05-10,1968.0,False,25.0,https://p.scdn.co/mp3-preview/9e783ccbaf8b0d356f6bc0301bc79bbf8be35663?cid=484c8fc1e0c54669ac770f80991a8280,'spiritual jazz',45,78447
march — (Hesperides) [indie folk] (2022),Hesperides,2022-12-02,0.67,2.0,march,,,,indie folk,spotify,https://open.spotify.com/track/2ZjcTaxMtJiLPf7HNeJ5Tn,,,,,,2ZjcTaxMtJiLPf7HNeJ5Tn,Hesperides,march,2ZjcTaxMtJiLPf7HNeJ5Tn,https://open.spotify.com/track/2ZjcTaxMtJiLPf7HNeJ5Tn,0.623,0.287,7.0,-10.618,1.0,0.0298,0.842,0.00145,0.171,0.176,119.939,audio_features,spotify:track:2ZjcTaxMtJiLPf7HNeJ5Tn,https://api.spotify.com/v1/tracks/2ZjcTaxMtJiLPf7HNeJ5Tn,https://api.spotify.com/v1/audio-analysis/2ZjcTaxMtJiLPf7HNeJ5Tn,220221.0,4.0,https://i.scdn.co/image/ab67616d0000b27335a6382830e334ea0381fab7,2022-12-02,2022.0,False,9.0,https://p.scdn.co/mp3-preview/3200822bc73afb466765f9db11008003e6d830e3?cid=484c8fc1e0c54669ac770f80991a8280,"'ohio hip hop', 'pop', 'pop rap'",80,4890633
Willie Nelson - God’s Problem Child [Country Blues],Willie Nelson God’s Problem Child,2022-12-06,0.67,2.0,Willie Nelson,God’s Problem Child,,,country blues,youtube,,https://www.youtube.com/watch?v=xzP-cW20-sw,xzP-cW20-sw,,,,,"God's Problem Child (with Tony Joe White, Leon Russell & Jamey Johnson)",Willie Nelson,43H6Yu7qHvJBy9YJahMrbT,,0.674,0.432,4.0,-10.444,0.0,0.0254,0.383,0.32,0.13,0.384,82.051,audio_features,spotify:track:43H6Yu7qHvJBy9YJahMrbT,https://api.spotify.com/v1/tracks/43H6Yu7qHvJBy9YJahMrbT,https://api.spotify.com/v1/audio-analysis/43H6Yu7qHvJBy9YJahMrbT,295760.0,4.0,https://i.scdn.co/image/ab67616d0000b273f4533a9b4574924db1ab39e6,2017-04-28,2017.0,False,40.0,https://p.scdn.co/mp3-preview/93c5287f4996e95ed012b27697bb41aedb7907f7?cid=484c8fc1e0c54669ac770f80991a8280,"'classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country'",70,1822583
Respectfulchild - Trickle [Experimental/Ambient/Violin] (2017),Trickle,2022-12-03,0.75,2.0,Respectfulchild,Trickle,,,"experimental, ambient, violin",youtube,,https://www.youtube.com/watch?v=6k-nViBnjH8,6k-nViBnjH8,,,,,Trickle,respectfulchild,1jspYgLT6oJ7h1iiyUJWrV,,0.38,0.525,2.0,-14.768,0.0,0.0407,0.89,0.928,0.0905,0.476,131.77,audio_features,spotify:track:1jspYgLT6oJ7h1iiyUJWrV,https://api.spotify.com/v1/tracks/1jspYgLT6oJ7h1iiyUJWrV,https://api.spotify.com/v1/audio-analysis/1jspYgLT6oJ7h1iiyUJWrV,377147.0,4.0,https://i.scdn.co/image/ab67616d0000b273362a4aee9596933af15c72e8,2017-06-15,2017.0,False,0.0,https://p.scdn.co/mp3-preview/f10d6f75eae0f5a526285b703907ca623ba5f8bf?cid=484c8fc1e0c54669ac770f80991a8280,,0,566
Jean Sibelius - Finlandia-hymni [classical],FINLANDIA - Hymni (Jean Sibelius),2022-12-06,0.6,2.0,Jean Sibelius,Finlandia-hymni,FINLANDIA,Hymni,classical,youtube,,https://www.youtube.com/watch?v=0XiXEss7xyc,0XiXEss7xyc,,,,,Finlandia-Hymni,Jean Sibelius,6Dv2vD63zZlK0osDXR6yPr,,0.174,0.0691,8.0,-22.132,1.0,0.036,0.987,0.0692,0.094,0.0805,100.312,audio_features,spotify:track:6Dv2vD63zZlK0osDXR6yPr,https://api.spotify.com/v1/tracks/6Dv2vD63zZlK0osDXR6yPr,https://api.spotify.com/v1/audio-analysis/6Dv2vD63zZlK0osDXR6yPr,127053.0,4.0,https://i.scdn.co/image/ab67616d0000b273460b466f96dfec12cfaba3b5,2008-01-01,2008.0,False,31.0,https://p.scdn.co/mp3-preview/686ea4305031188d79aac6eae98e7919241d1e32?cid=484c8fc1e0c54669ac770f80991a8280,"'classical', 'finnish classical', 'impressionism', 'post-romantic era'",58,198841
Belonging - Ceiling [Post Hardcore] (2021),BELONGiNG | CEILING,2022-12-02,0.63,2.0,Belonging,Ceiling,BELONGiNG,CEILING,post hardcore,youtube,,https://www.youtube.com/watch?v=JkQDscWpC9Q,JkQDscWpC9Q,,,,,Ceiling,Belonging,2AA4KfhWfGrWVJD9FWPttP,,0.346,0.837,7.0,-6.586,0.0,0.101,3.48e-05,0.000628,0.483,0.275,149.746,audio_features,spotify:track:2AA4KfhWfGrWVJD9FWPttP,https://api.spotify.com/v1/tracks/2AA4KfhWfGrWVJD9FWPttP,https://api.spotify.com/v1/audio-analysis/2AA4KfhWfGrWVJD9FWPttP,228343.0,4.0,https://i.scdn.co/image/ab67616d0000b273928c55bcacd46e8c0e590195,2021-11-11,2021.0,False,1.0,https://p.scdn.co/mp3-preview/0b9571ffc5bfebe3fc7b7a8085cf65181af693b0?cid=484c8fc1e0c54669ac770f80991a8280,"'anthem worship', 'ccm', 'christian pop', 'world worship'",51,75041
Waste Of Paint - Baudelaire Waltz [Indie / Blues] (2019),Waste Of Paint - Baudelaire Waltz (Official Video),2022-12-06,0.57,2.0,Waste Of Paint,Baudelaire Waltz,Waste Of Paint,Baudelaire Waltz,"indie, blues",youtube,,https://www.youtube.com/watch?v=HdYG5iHKYBw,HdYG5iHKYBw,,,,,Baudelaire Waltz,Waste Of Paint,0sIA9ID27sZcZYkiizhegj,,0.428,0.577,1.0,-8.165,1.0,0.0745,0.678,0.0237,0.081,0.353,177.431,audio_features,spotify:track:0sIA9ID27sZcZYkiizhegj,https://api.spotify.com/v1/tracks/0sIA9ID27sZcZYkiizhegj,https://api.spotify.com/v1/audio-analysis/0sIA9ID27sZcZYkiizhegj,226429.0,3.0,https://i.scdn.co/image/ab67616d0000b2735f6773c0fda883e00537a67c,2022-12-02,2022.0,False,1.0,https://p.scdn.co/mp3-preview/423df885093bc9e6eef67a5bc2f04876c3b660c3?cid=484c8fc1e0c54669ac770f80991a8280,,0,389
Kenny Rogers - Through The Years [Country],Kenny Rogers Through The Years,2022-12-05,0.67,2.0,Kenny Rogers,Through The Years,,,country,youtube,,https://www.youtube.com/watch?v=VFXEMPO-UvM,VFXEMPO-UvM,,,,,Through The Years - Single Version,Kenny Rogers,4pP5xVUYEZljcmfyYFQXsx,,0.587,0.393,0.0,-11.455,1.0,0.028,0.225,0.0,0.107,0.271,131.266,audio_features,spotify:track:4pP5xVUYEZljcmfyYFQXsx,https://api.spotify.com/v1/tracks/4pP5xVUYEZljcmfyYFQXsx,https://api.spotify.com/v1/audio-analysis/4pP5xVUYEZljcmfyYFQXsx,286067.0,4.0,https://i.scdn.co/image/ab67616d0000b273f06a9264e0965fae14d3cbed,1981-06-15,1981.0,False,62.0,,"'adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock'",68,2255464
Fyfe & Iskra Strings - It’s A Waste Man (feat. Aquilo) [Pop / Indie] (2022),Fyfe & Iskra Strings - It's A Waste Man feat. Aquilo (Live Acoustic Video),2022-12-06,0.61,2.0,Fyfe & Iskra Strings,It’s A Waste Man,Fyfe & Iskra Strings,Its A Waste Man feat. Aquilo,"pop, indie",youtube,,https://www.youtube.com/watch?v=PSYYcK3EJwc,PSYYcK3EJwc,,,,,It's A Waste Man,Fyfe,3tpKNjc7ANSboxTsf1Eka6,,0.299,0.357,3.0,-10.268,1.0,0.031,0.908,8.46e-05,0.0989,0.184,120.744,audio_features,spotify:track:3tpKNjc7ANSboxTsf1Eka6,https://api.spotify.com/v1/tracks/3tpKNjc7ANSboxTsf1Eka6,https://api.spotify.com/v1/audio-analysis/3tpKNjc7ANSboxTsf1Eka6,255729.0,4.0,https://i.scdn.co/image/ab67616d0000b273a5c8d99fce21484493e4f5b0,2022-06-01,2022.0,False,31.0,https://p.scdn.co/mp3-preview/0e4492b27889c7a95167bfc08b3e1646dc3d2546?cid=484c8fc1e0c54669ac770f80991a8280,"'vapor pop', 'vapor soul'",38,44082
